Price,Close,High,Low,Open,Volume
Ticker,SAN.MC,SAN.MC,SAN.MC,SAN.MC,SAN.MC
Date,,,,,
2000-05-25,2.459613084793091,2.459613084793091,2.3705135443966614,2.3963055370134545,8360912
2000-05-26,2.4127204418182373,2.4385124543779813,2.39161790957475,2.40568635052352,5807143
2000-05-29,2.5862293243408203,2.5862293243408208,2.5862293243408208,2.5862293243408208,0
2000-05-30,2.443199634552002,2.4596126710272337,2.3845815733235773,2.4244417309465414,8586728
2000-05-31,2.464304208755493,2.476028038726646,2.417409922308228,2.464304208755493,8209328
2000-06-01,2.555746555328369,2.555746555328369,2.4455445057198033,2.4502339821243297,10039805
2000-06-02,2.551057815551758,2.5791944237443505,2.5111973837829895,2.534644772576146,14161057
2000-06-05,2.546367645263672,2.5791937222872665,2.5393335597183655,2.5768491132252063,6982742
2000-06-06,2.4783706665039062,2.558091509733751,2.4549235420427493,2.5557466422721573,10923693
2000-06-07,2.520577907562256,2.5229225184804296,2.4220993401717,2.471338494687313,9849801
2000-06-08,2.5440235137939453,2.5557470780233746,2.5111971722487,2.5416789042917287,8613897
2000-06-09,2.4900951385498047,2.5557475760751527,2.4900951385498047,2.544024009561091,9285829
2000-06-12,2.461958885192871,2.515887764044975,2.4267881805371543,2.5088534164264225,7653153
2000-06-13,2.454923629760742,2.506507357090275,2.450234153029123,2.483060231791318,7773472
2000-06-14,2.4854044914245605,2.5018175284972908,2.4431997234940415,2.466646845495341,12226421
2000-06-15,2.527611017227173,2.527611017227173,2.457269099964491,2.4689926667218614,12749979
2000-06-16,2.555746555328369,2.555746555328369,2.487749535001419,2.5205758698331033,27723583
2000-06-19,2.5862293243408203,2.5862293243408208,2.5862293243408208,2.5862293243408208,0
2000-06-20,2.4971277713775635,2.5322989671392575,2.4971277713775635,2.529954100187577,8990964
2000-06-21,2.461958885192871,2.5088534164264225,2.4549247959335805,2.4877508902892873,10625113
2000-06-22,2.532299041748047,2.5416779931129527,2.4760255919176912,2.4854042849235163,8573923
2000-06-23,2.5088536739349365,2.553403599441078,2.4854062767318914,2.539335161119251,6318510
2000-06-26,2.5487136840820312,2.5651267301373184,2.5111978549736667,2.5205770706100017,7487362
2000-06-27,2.555746555328369,2.5604360317328956,2.515886393428577,2.515886393428577,6215511
2000-06-28,2.5534002780914307,2.5627789664139793,2.5299529113876784,2.5534002780914307,7977850
2000-06-29,2.525266647338867,2.548713783083121,2.4900954270039786,2.546368914493143,21764330
2000-06-30,2.5909175872802734,2.5909175872802734,2.515886729852114,2.534644379619365,16474931
2000-07-03,2.5768494606018066,2.5909176335889024,2.5463679885311645,2.5698153741082583,8415481
2000-07-04,2.637813091278076,2.6565707480997935,2.558092726836712,2.558092726836712,11513362
2000-07-05,2.58388352394104,2.6964301986250727,2.5815389145839207,2.6260885592424468,30376832
2000-07-06,2.6143643856048584,2.640156115950592,2.5862277880900866,2.5862277880900866,10992199
2000-07-07,2.5862293243408203,2.5862293243408208,2.5862293243408208,2.5862293243408208,0
2000-07-10,2.6542253494262695,2.6729830006758997,2.63312283029595,2.6378123076981517,14384234
2000-07-11,2.6401567459106445,2.6706382178675483,2.600296578117059,2.6495357001064854,18557170
2000-07-12,2.6143643856048584,2.628432555182695,2.5815383121111086,2.5815383121111086,39633609
2000-07-13,2.6354668140411377,2.642500898605087,2.5862277053753173,2.6026407415972574,37720186
2000-07-14,2.637813091278076,2.644847180291314,2.6167105658791114,2.6167105658791114,26078536
2000-07-17,2.6073310375213623,2.6401571235428936,2.595607472279272,2.6378125138381536,17443052
2000-07-18,2.6143643856048584,2.6331220311616734,2.5979513488579835,2.5979513488579835,19847394
2000-07-19,2.621398448944092,2.6284325336754537,2.602640803540762,2.6190538401533368,10192312
2000-07-20,2.6307787895202637,2.6331233995486554,2.6120208758562,2.6284339211326397,10573845
2000-07-21,2.609675645828247,2.6331227739785907,2.593262604451172,2.616709732601516,11110948
2000-07-24,2.5862293243408203,2.5862293243408208,2.5862293243408208,2.5862293243408208,0
2000-07-25,2.6143643856048584,2.6542245438875263,2.614364385604858,2.6331220311616734,14571941
2000-07-26,2.6354668140411377,2.6518798502630783,2.614364301990202,2.621398386554151,13522791
2000-07-27,2.5862293243408203,2.5862293243408208,2.5862293243408208,2.5862293243408208,0
2000-07-28,2.6120200157165527,2.626088446331859,2.607330538844784,2.6143648833320103,10592216
2000-07-31,2.627807378768921,2.627807378768921,2.597141934529889,2.6183719974219035,11728374
2000-08-01,2.620730400085449,2.634883859947265,2.611294760177572,2.623089180102087,9726665
2000-08-02,2.66489577293396,2.669641836567077,2.6293006879006406,2.6316735889788476,9526061
2000-08-03,2.66489577293396,2.6815068649115164,2.6530307445895205,2.6530307445895205,11971331
2000-08-04,2.6743876934051514,2.679133756671282,2.6696416301390204,2.6767605942998753,7911217
2000-08-07,2.7265937328338623,2.7265937328338623,2.669641499383113,2.669641499383113,13353479
2000-08-08,2.7455785274505615,2.788292841716618,2.7171021436220433,2.726594271564883,19586054
2000-08-09,2.7669355869293213,2.797785135308425,2.745578690008533,2.752697655648796,15335417
2000-08-10,2.755070924758911,2.7788015106650987,2.747951958168472,2.7526980230543554,8064152
2000-08-11,2.8072762489318848,2.8072762489318848,2.7218473847491342,2.745577697432299,11357619
2000-08-14,2.8215155601501465,2.831007689883109,2.797785497294511,2.800158398989366,10485621
2000-08-15,2.8618557453155518,2.8618557453155518,2.81914169900777,2.8215145998950484,12074693
2000-08-16,2.9211809635162354,2.9211809635162354,2.8523637043107235,2.8523637043107235,22059222
2000-08-17,2.916435480117798,2.921181544019371,2.887959358185075,2.9093165150037965,11300496
2000-08-18,2.9828786849975586,3.011355057268124,2.921180401364565,2.921180401364565,26888067
2000-08-21,2.935420036315918,2.978134092850633,2.9164357787656052,2.949657968001908,8782084
2000-08-22,2.935420036315918,2.935420036315918,2.885586752461464,2.9188089416977667,11857305
2000-08-23,2.9211809635162354,2.933045990173967,2.8571097672691494,2.9211809635162354,10936019
2000-08-24,2.835752487182617,2.9116887066729005,2.835752487182617,2.8927047171694933,9030920
2000-08-25,2.8618557453155518,2.878466835956545,2.828633825510247,2.828633825510247,6018070
2000-08-28,2.8476176261901855,2.8760937423124546,2.8404986625287845,2.8760937423124546,4632083
2000-08-29,2.8001575469970703,2.859482947562237,2.7930385826017914,2.8571100465893746,8041234
2000-08-30,2.8689732551574707,2.87134615462565,2.778798891742257,2.812021053155917,10328873
2000-08-31,2.871346950531006,2.8832119741138045,2.842870841636969,2.8832119741138045,10222887
2000-09-01,2.823888063430786,2.8760942418089095,2.8072769710181955,2.8713481780514964,12064434
2000-09-04,2.7977850437164307,2.8452451617334478,2.7954121424062714,2.8452451617334478,6046836
2000-09-05,2.831007480621338,2.8404996096526633,2.783547096941462,2.7954123889689946,10515769
2000-09-06,2.8215155601501465,2.8499916878722633,2.8215155601501465,2.8333805915779644,8238931
2000-09-07,2.8689732551574707,2.87134615462565,2.8215129125051592,2.842870053624873,10558311
2000-09-08,2.831007480621338,2.8689757352698884,2.802531355004113,2.859483606238563,10645277
2000-09-11,2.895078659057617,2.895078659057617,2.828634541159845,2.8310074426474716,11226653
2000-09-12,2.895078659057617,2.902197886473993,2.871348598274359,2.895078659057617,14862443
2000-09-13,2.876093626022339,2.8950776155107105,2.854736474425012,2.8855857515048515,10701081
2000-09-14,2.966269016265869,2.9662690162658687,2.864229548696125,2.880840643054693,16501158
2000-09-15,2.978132724761963,2.987624849176646,2.9235536630690953,2.933045526007154,43255719
2000-09-18,2.902198076248169,2.973388263253055,2.9021980762481685,2.963896395205129,17081077
2000-09-19,2.899822950363159,2.899822950363159,2.8499896963036666,2.873720004053369,12513145
2000-09-20,2.8784666061401367,2.9188080098164697,2.8666015796976843,2.911688784769669,11589888
2000-09-21,2.8523638248443604,2.899823933480832,2.8381256353674127,2.887958906321714,14341519
2000-09-22,2.9520297050476074,2.9520297050476074,2.8120220498857598,2.8333789370989626,3258439
2000-09-25,2.942538022994995,2.9733870390337658,2.923554033238571,2.9449109236608013,14735730
2000-09-26,2.9330456256866455,2.961521738421831,2.9116884757660983,2.930672725240644,8958424
2000-09-27,2.918809175491333,2.9544042690341827,2.9093170459558673,2.933047108317767,8533637
2000-09-28,2.963895797729492,2.966268698893942,2.873721369852997,2.933046513731369,12288650
2000-09-29,2.9520297050476074,2.966267629856409,2.9235535939533857,2.9472836429524674,10646012
2000-10-02,2.9449117183685303,2.9615228119417827,2.9188087580939395,2.9188087580939395,10195759
2000-10-03,2.9615225791931152,2.963895741789487,2.930673557253943,2.9567765154770793,8809394
2000-10-04,2.895078659057617,2.940166140613254,2.878467564213987,2.930674011709252,12359384
2000-10-05,2.966269016265869,2.973387981997615,2.890332771681515,2.890332771681515,14603206
2000-10-06,2.930673360824585,2.97576057088988,2.9116891072328674,2.9425383885810636,8520323
2000-10-09,2.842871904373169,2.916435234972282,2.8238879118393223,2.909316270456676,10545925
2000-10-10,2.899822950363159,2.9021961118764232,2.835751773130433,2.8713468425401043,16237369
2000-10-11,2.752696990966797,2.871347784197005,2.752696990966797,2.8571098563544512,21223741
2000-10-12,2.617436408996582,2.617436408996582,2.617436408996582,2.617436408996582,0
2000-10-13,2.698117971420288,2.7289672544633388,2.6031974826768547,2.705236936169952,30691067
2000-10-16,2.702864408493042,2.7503245286832567,2.683880412712304,2.7503245286832567,14553836
2000-10-17,2.7598159313201904,2.8096494627735886,2.714728724409343,2.7194747874752223,14615083
2000-10-18,2.657776117324829,2.7788000548169642,2.6411650296653804,2.7289665303619843,18600463
2000-10-19,2.7598159313201904,2.7598159313201904,2.660149391366737,2.705236598277584,14198481
2000-10-20,2.7764267921447754,2.8357524448331635,2.7360856516295855,2.7764267921447754,22650787
2000-10-23,2.700490951538086,2.795411695345212,2.700490951538086,2.7811735053311373,7430172
2000-10-24,2.8381259441375732,2.8381259441375732,2.721848037783893,2.728967264035232,11713515
2000-10-25,2.778799533843994,2.842870710531642,2.719473895712739,2.800156418422153,10845099
2000-10-26,2.6245527267456055,2.7716792856178656,2.6245527267456055,2.752695306287305,21746664
2000-10-27,2.6672685146331787,2.669641415336977,2.5865859685541217,2.669641415336977,29656071
2000-10-30,2.6720142364501953,2.7194746024024212,2.6387920587266334,2.7052364141737573,8050481
2000-10-31,2.6330864429473877,2.6330864429473877,2.6330864429473877,2.6330864429473877,0
2000-11-01,2.6330864429473877,2.6330864429473877,2.6330864429473877,2.6330864429473877,0
2000-11-02,2.872312068939209,2.872312068939209,2.7738464844750825,2.8074688404443537,17944623
2000-11-03,2.857903242111206,2.905935038131021,2.8362888280517566,2.8579032421112056,16747305
2000-11-06,2.8555004596710205,2.881918096692939,2.814673394910772,2.8675084043283743,11182685
2000-11-07,2.8458945751190186,2.850697541808201,2.7978622619645552,2.850697541808201,8927030
2000-11-08,2.785853147506714,2.877113974969745,2.7786484358685795,2.8458933814537275,10475825
2000-11-09,2.7378225326538086,2.814673976518726,2.716208386580091,2.7666416587117215,9341121
2000-11-10,2.6897895336151123,2.7666404136422975,2.66817513264222,2.745026277295576,16644717
2000-11-13,2.71620774269104,2.73782188364103,2.644159812312393,2.6873883588386,9083793
2000-11-14,2.8266799449920654,2.833884655306701,2.71140325682737,2.7258126774566414,12125670
2000-11-15,2.8338866233825684,2.8579027821535896,2.7546336963776317,2.8050672328573434,13353109
2000-11-16,2.785853147506714,2.8242789819131717,2.7522308070272166,2.8026643177464625,9128815
2000-11-17,2.6945924758911133,2.833885061486771,2.6945924758911133,2.7570339250285856,17305155
2000-11-20,2.5096704959869385,2.7378222630307465,2.4664416788441352,2.7210110857670187,51673780
2000-11-21,2.5096704959869385,2.5553007964704477,2.4040002010968986,2.452032249547376,36335416
2000-11-22,2.437622308731079,2.5817184394878123,2.437622308731079,2.533686131275998,25680743
2000-11-23,2.473646402359009,2.497662291788021,2.440024051307897,2.44963024830376,13536171
2000-11-24,2.55289888381958,2.59372621075592,2.5024653605095883,2.5192765349462523,14213963
2000-11-27,2.519275426864624,2.6249456575064007,2.5024642598222075,2.596126551808844,12997061
2000-11-28,2.476048231124878,2.540891194560985,2.4424258753798527,2.521678533260802,14502027
2000-11-29,2.55289888381958,2.5577018496932964,2.44963008963652,2.473646242136196,18868620
2000-11-30,2.4544332027435303,2.5456937839987464,2.432818798840725,2.5456937839987464,19715424
2000-12-01,2.4688425064086914,2.495259871812918,2.4544328178577057,2.4688425064086914,45118456
2000-12-04,2.3679757118225098,2.471244230337453,2.3583692518498016,2.4616377703647454,77788030
2000-12-05,2.4856534004211426,2.497661340562467,2.3751799277191425,2.3871878678604666,22744248
2000-12-06,2.4856534004211426,2.4856534004211426,2.4856534004211426,2.4856534004211426,0
2000-12-07,2.5889220237731934,2.617741131499305,2.4712435815668803,2.4856532677429968,25871350
2000-12-08,2.5889220237731934,2.5889220237731934,2.5889220237731934,2.5889220237731934,0
2000-12-11,2.7138051986694336,2.725813139437679,2.627347866362377,2.627347866362377,28625974
2000-12-12,2.677781105041504,2.7906560543774614,2.6777811050415044,2.6825843337873505,26086138
2000-12-13,2.66577410697937,2.735420286826245,2.66577410697937,2.7017979383568127,23843530
2000-12-14,2.6321513652801514,2.680183133274377,2.5913240449336477,2.66577370872658,17207385
2000-12-15,2.5504965782165527,2.6057335845670297,2.5288821780091104,2.598528872706603,29629670
2000-12-18,2.5216786861419678,2.6177427923457564,2.5096707390230666,2.5504978121525888,15840281
2000-12-19,2.6321513652801514,2.6393560775540497,2.5312840703146895,2.538488782588588,36651475
2000-12-20,2.4856534004211426,2.612938042246224,2.483251653617197,2.555299559091278,13054958
2000-12-21,2.548095464706421,2.5817180757171796,2.4664410815041196,2.4976619451295816,17023180
2000-12-22,2.5793166160583496,2.581718363711565,2.507268420481558,2.533686056909551,32385218
2000-12-25,2.5793166160583496,2.5793166160583496,2.5793166160583496,2.5793166160583496,0
2000-12-26,2.5793166160583496,2.5793166160583496,2.5793166160583496,2.5793166160583496,0
2000-12-27,2.65136456489563,2.6585692786514223,2.5504972491833846,2.5504972491833846,19242230
2000-12-28,2.682586193084717,2.6849876768090444,2.641758852760703,2.6441606011113366,10398311
2000-12-29,2.7378225326538086,2.742625764434509,2.689790744099384,2.689790744099384,15201772
2001-01-01,2.7378225326538086,2.7378225326538086,2.7378225326538086,2.7378225326538086,0
2001-01-02,2.682586193084717,2.7594371124051715,2.6561685489855855,2.7090035725575423,8233540
2001-01-03,2.682586193084717,2.6969956246832933,2.608136492862284,2.646562084835664,14431675
2001-01-04,2.8386900424957275,2.8627062028518604,2.7906579864097663,2.8218788625595868,31069021
2001-01-05,2.8458945751190186,2.896327842365545,2.8002637453091466,2.8314848811726794,32047368
2001-01-08,2.898728847503662,2.898728847503662,2.8050662577939747,2.814672982589297,37594166
2001-01-09,2.8482954502105713,2.8747130844909123,2.7978616644816436,2.8530986805002883,64657589
2001-01-10,2.8675074577331543,2.881917145340926,2.814672465756954,2.8458933232607184,17355681
2001-01-11,2.8819186687469482,2.8939266157878505,2.8458948276242406,2.8458948276242406,27480325
2001-01-12,2.901130437850952,2.9251465891646524,2.8747130683451902,2.8747130683451902,20447150
2001-01-15,2.9107370376586914,2.9131385205918727,2.872311458344267,2.889122632755189,17061100
2001-01-16,2.893925905227661,2.9059338493201925,2.8530988423878094,2.8915244222596437,11793769
2001-01-17,2.9539663791656494,2.9659743252453645,2.881918438061092,2.881918438061092,23048095
2001-01-18,2.9731788635253906,2.9923915231875116,2.9083359056177644,2.9275485652798854,18704460
2001-01-19,2.8122718334198,2.9851865492160727,2.7762474711996785,2.970777121879497,43974413
2001-01-22,2.8338866233825684,2.8771154445441183,2.817075444555998,2.8338866233825684,14956932
2001-01-23,2.9083340167999268,2.908334016799927,2.7882538472361875,2.8482940643310966,22322654
2001-01-24,2.9083340167999268,2.908334016799927,2.908334016799927,2.908334016799927,0
2001-01-25,2.9155402183532715,2.9539657970113797,2.89632729671111,2.89632729671111,13174923
2001-01-26,2.9155402183532715,2.9155402183532715,2.9155402183532715,2.9155402183532715,0
2001-01-29,2.7762458324432373,2.9059321896787984,2.737820274517079,2.9059321896787984,32292474
2001-01-30,2.8074676990509033,2.812271193237937,2.7522309560401883,2.785853298340087,41933075
2001-01-31,2.8502042293548584,2.8985128523024026,2.7970647174975585,2.823634473426208,19597712
2001-02-01,2.8912665843963623,2.8985127845165266,2.8212188299180774,2.8477888513753635,24862627
2001-02-02,2.7994801998138428,2.8816050501442256,2.789818687554413,2.8743588494121455,10820220
2001-02-05,2.821218252182007,2.823633829160732,2.7680790185994426,2.7801561050432095,32928118
2001-02-06,2.7994801998138428,2.8163881789553833,2.7777415976176028,2.8139728674280335,14471305
2001-02-07,2.85261869430542,2.859864891768882,2.7535859095052473,2.7801556550711557,12613480
2001-02-08,2.874359130859375,2.891267111656486,2.8284660781457958,2.8429584810290014,11183969
2001-02-09,2.8453733921051025,2.8598657915918895,2.8139724834837465,2.850204014500702,13717153
2001-02-12,2.898513078689575,2.898513078689575,2.813972915390895,2.8260500055335536,14290208
2001-02-13,2.898513078689575,2.898513078689575,2.8622818082615997,2.898513078689575,10565904
2001-02-14,2.7970638275146484,2.898511930040258,2.794648516903292,2.884019267922334,11460869
2001-02-15,2.8719422817230225,2.8840193674966375,2.8115565867050094,2.8139718973997567,14052219
2001-02-16,2.85261869430542,2.8791884398713283,2.7922327395602298,2.8791884398713283,10644730
2001-02-19,2.874359130859375,2.879190020537129,2.8236349223179853,2.8236349223179853,6639302
2001-02-20,2.7584171295166016,2.8743578998273933,2.7584171295166016,2.864696124609837,10527220
2001-02-21,2.746340274810791,2.809141286712852,2.714939901934743,2.7825715357023766,14571941
2001-02-22,2.669045925140381,2.73667780798631,2.6497226441057857,2.6811232752056378,31078657
2001-02-23,2.671461820602417,2.714939540809136,2.5965837316963456,2.714939540809136,22339973
2001-02-26,2.7004473209381104,2.7246014956086753,2.659385170768155,2.6714622581034373,13648533
2001-02-27,2.702862024307251,2.7318473467756257,2.659384572904515,2.729431770161638,25983146
2001-02-28,2.6835391521453857,2.7439248506222342,2.6690464886969583,2.6835391521453853,21587669
2001-03-01,2.6231532096862793,2.693200677280224,2.6159070117110192,2.693200677280224,18364507
2001-03-02,2.6642162799835205,2.681124256885773,2.6183232378416905,2.6448927257238055,9870113
2001-03-05,2.7173540592193604,2.7173540592193604,2.656968383886724,2.659383959943947,12105496
2001-03-06,2.741508722305298,2.7753246640677514,2.7052774701954836,2.724600751424071,11360816
