Unnamed: 0,Date,SAN_Price,BBVA_Adj_Close,BBVA_Close,BBVA_Volume,BBVA_High,BBVA_Low,BBVA_Open,IBEX,SP500,EURUSD,OIL,eventos_negativos,vix,vix,vix,vix,vix,vix
10,2003-12-16,7.6943039894104,3.3394386768341064,10.001344680786133,20469765,10.020559310913086,9.828411102294922,10.001344680786133,7487.0,1075.1300048828125,1.2321947813034058,32.88999938964844,0,15.930000305175781,15.930000305175781,17.450000762939453,15.899999618530273,17.270000457763672,0
11,2003-12-17,7.737578868865967,3.345853328704834,10.020559310913086,21371349,10.030166625976562,9.914877891540527,10.020559310913086,7506.2998046875,1076.47998046875,1.2402024269104004,33.349998474121094,0,15.579999923706055,15.579999923706055,16.270000457763672,15.520000457763672,16.1200008392334,0
12,2003-12-18,7.798163890838623,3.390765905380249,10.15506362915039,20464585,10.15506362915039,9.953307151794434,10.15506362915039,7585.5,1089.1800537109375,1.2422977685928345,33.709999084472656,0,16.15999984741211,16.15999984741211,16.190000534057617,14.65999984741211,15.59000015258789,0
13,2003-12-19,7.824129104614258,3.393972873687744,10.164670944213867,93579367,10.26074504852295,10.087812423706056,10.164670944213867,7617.60009765625,1088.6600341796875,1.2384973764419556,33.02000045776367,0,16.420000076293945,16.420000076293945,16.809999465942383,15.710000038146973,16.65999984741211,0
14,2003-12-22,7.832784175872803,3.4164271354675293,10.23192310333252,29885709,10.299175262451172,10.097418785095217,10.23192310333252,7619.10009765625,1092.93994140625,1.2398948669433594,31.8700008392334,0,16.940000534057617,16.940000534057617,17.309999465942383,16.610000610351562,17.059999465942383,0
15,2003-12-23,7.962608814239502,3.4517152309417725,10.337605476379396,53888228,10.337605476379396,10.212708473205566,10.337605476379396,7696.5,1096.02001953125,1.2400025129318235,31.950000762939453,0,16.489999771118164,16.489999771118164,17.399999618530273,16.290000915527344,17.31999969482422,0
16,2003-12-29,8.05781364440918,3.499833106994629,10.481717109680176,51296753,10.481717109680176,10.318389892578123,10.481717109680176,7760.39990234375,1109.47998046875,1.2483927011489868,32.400001525878906,0,17.09000015258789,17.09000015258789,17.860000610351562,17.06999969482422,17.809999465942383,0
17,2003-12-30,8.127054214477539,3.5126657485961914,10.520146369934082,34100309,10.558575630187988,10.443286895751951,10.520146369934082,7737.2001953125,1109.6400146484375,1.2548940181732178,32.790000915527344,0,17.68000030517578,17.68000030517578,17.969999313354492,17.200000762939453,17.31999969482422,0
18,2004-01-05,8.317463874816895,3.615318536758423,10.827584266662598,93975835,10.856407165527344,10.67386531829834,10.827584266662598,7911.39990234375,1122.219970703125,1.2686975002288818,33.779998779296875,0,17.489999771118164,17.489999771118164,18.489999771118164,17.440000534057617,18.450000762939453,0
19,2004-01-07,8.256878852844238,3.615318536758423,10.827584266662598,181955417,11.019733428955078,10.81797695159912,10.827584266662598,7913.7001953125,1126.3299560546875,1.2640947103500366,33.619998931884766,0,15.5,15.5,16.75,15.5,16.719999313354492,0
20,2004-01-08,8.222258567810059,3.602487325668335,10.789155006408691,37673831,10.923659324645996,10.741116523742676,10.789155006408691,7943.39990234375,1131.9200439453125,1.2774981260299685,33.97999954223633,0,15.609999656677246,15.609999656677246,15.680000305175781,15.319999694824219,15.420000076293945,0
21,2004-01-09,8.282843589782715,3.5992791652679443,10.779546737670898,41943206,10.89483642578125,10.64504337310791,10.779546737670898,7924.60009765625,1121.8599853515625,1.2858924865722656,34.310001373291016,0,16.75,16.75,16.8799991607666,15.569999694824219,16.149999618530273,0
22,2004-01-12,8.282843589782715,3.5669405460357666,10.597005844116213,75457778,10.62582778930664,10.520146369934082,10.597005844116213,7934.60009765625,1127.22998046875,1.2740962505340576,34.720001220703125,0,16.81999969482422,16.81999969482422,17.459999084472656,16.790000915527344,17.31999969482422,0
23,2004-01-13,8.230914115905762,3.560474634170532,10.577791213989258,70384360,10.693079948425291,10.558575630187988,10.577791213989258,7946.10009765625,1121.219970703125,1.278592586517334,34.43000030517578,0,18.040000915527344,18.040000915527344,18.329999923706055,16.530000686645508,16.600000381469727,0
24,2004-01-14,8.187639236450195,3.5475378036499023,10.539361000061035,32808677,10.597005844116213,10.481717109680176,10.539361000061035,7978.10009765625,1130.52001953125,1.2651021480560305,34.5,0,16.75,16.75,17.299999237060547,16.399999618530273,17.290000915527344,0
25,2004-01-15,8.135708808898926,3.563706398010254,10.587397575378418,18959839,10.587397575378418,10.443286895751951,10.587397575378418,7957.2998046875,1132.050048828125,1.260096549987793,33.439998626708984,0,15.5600004196167,15.5600004196167,17.309999465942383,15.489999771118164,17.06999969482422,0
26,2004-01-16,8.187639236450195,3.5992791652679443,10.693079948425291,18741469,10.702688217163086,10.597005844116213,10.693079948425291,7979.2998046875,1139.8299560546875,1.239802598953247,35.06999969482422,0,15.0,15.0,15.4399995803833,14.899999618530273,15.399999618530273,0
27,2004-01-20,8.014538764953613,3.537834882736206,10.510539054870604,50409932,10.67386531829834,10.510539054870604,10.510539054870604,7987.89990234375,1138.77001953125,1.2589067220687866,36.20000076293945,0,15.210000038146973,15.210000038146973,16.1299991607666,15.09000015258789,15.770000457763672,0
28,2004-01-21,8.07512378692627,3.570175170898437,10.606613159179688,20184190,10.606613159179688,10.443286895751951,10.606613159179688,8051.89990234375,1147.6199951171875,1.2659028768539429,34.58000183105469,0,14.34000015258789,14.34000015258789,15.630000114440918,14.239999771118164,15.630000114440918,0
29,2004-01-22,8.222258567810059,3.602513551712036,10.702688217163086,33749506,10.760332107543944,10.664258003234863,10.702688217163086,8101.2998046875,1143.93994140625,1.2725075483322144,34.93000030517578,0,14.710000038146973,14.710000038146973,14.869999885559082,14.010000228881836,14.199999809265137,0
30,2004-01-23,8.222258567810059,3.602513551712036,10.702688217163086,30228639,10.789155006408691,10.683472633361816,10.702688217163086,8114.5,1141.550048828125,1.2583048343658447,34.939998626708984,0,14.84000015258789,14.84000015258789,15.050000190734863,14.5600004196167,14.729999542236328,0
31,2004-01-26,8.135708808898926,3.5507712364196777,10.548969268798828,22027736,10.712294578552246,10.500930786132812,10.548969268798828,8031.39990234375,1155.3699951171875,1.2487980127334597,34.470001220703125,0,14.550000190734863,14.550000190734863,15.779999732971191,14.520000457763672,15.779999732971191,0
32,2004-01-27,8.144364356994629,3.5410711765289307,10.520146369934082,18007335,10.72190284729004,10.520146369934082,10.520146369934082,8061.10009765625,1144.050048828125,1.2636953592300415,34.119998931884766,0,15.350000381469727,15.350000381469727,15.4399995803833,14.739999771118164,15.279999732971191,0
33,2004-01-28,8.222258567810059,3.570175170898437,10.606613159179688,20166350,10.64504337310791,10.472108840942385,10.606613159179688,8116.39990234375,1128.47998046875,1.2441989183425903,33.619998931884766,0,16.780000686645508,16.780000686645508,17.059999465942383,15.289999961853027,15.369999885559082,0
34,2004-01-29,8.040504455566406,3.5087320804595947,10.424072265625,21524526,10.558575630187988,10.3760347366333,10.424072265625,8013.10009765625,1134.1099853515625,1.2410026788711548,32.810001373291016,0,17.139999389648438,17.139999389648438,17.65999984741211,16.790000915527344,16.8799991607666,0
35,2004-01-30,7.997229099273682,3.4634578227996826,10.289567947387695,32843771,10.500930786132812,10.222315788269045,10.289567947387695,7929.89990234375,1131.1300048828125,1.2468050718307495,33.04999923706055,0,16.6299991607666,16.6299991607666,17.350000381469727,16.549999237060547,16.549999237060547,0
36,2004-02-02,7.962608814239502,3.424652099609375,10.174278259277344,37601234,10.385642051696776,10.107026100158691,10.26074504852295,7958.60009765625,1135.260009765625,1.2433016300201416,34.97999954223633,0,17.110000610351562,17.110000610351562,17.559999465942383,16.670000076293945,17.450000762939453,0
37,2004-02-03,7.953954219818115,3.389079332351685,10.068596839904783,32523273,10.222315788269045,9.991737365722656,10.18388557434082,7960.2998046875,1136.030029296875,1.2534940242767334,34.099998474121094,0,17.34000015258789,17.34000015258789,17.780000686645508,17.170000076293945,17.290000915527344,0
38,2004-02-04,7.832784175872803,3.317934036254883,9.857233047485352,126711069,9.943699836730955,9.818802833557127,9.905269622802734,7888.7998046875,1126.52001953125,1.2539970874786377,33.099998474121094,0,17.8700008392334,17.8700008392334,18.059999465942383,17.459999084472656,17.84000015258789,0
39,2004-02-05,7.858748912811279,3.3049979209899902,9.818802833557127,55500705,10.049382209777832,9.809196472167969,9.857233047485352,7949.10009765625,1128.5899658203125,1.2571974992752075,33.08000183105469,0,17.709999084472656,17.709999084472656,17.989999771118164,17.600000381469727,17.90999984741211,0
40,2004-02-06,7.997229099273682,3.376145124435425,10.030166625976562,257334419,10.030166625976562,9.828411102294922,9.857233047485352,8024.89990234375,1142.760009765625,1.2700024843215942,32.47999954223633,0,16.0,16.0,17.709999084472656,15.9399995803833,17.709999084472656,0
41,2004-02-09,8.083779335021973,3.505497694015503,10.414463996887209,65983342,10.414463996887209,10.049382209777832,10.087812423706056,8135.2001953125,1139.81005859375,1.2694060802459717,32.83000183105469,0,16.389999389648438,16.389999389648438,16.81999969482422,16.1200008392334,16.540000915527344,0
42,2004-02-10,8.135708808898926,3.5572397708892822,10.56818389892578,49091402,10.587397575378418,10.337605476379396,10.40485668182373,8171.89990234375,1145.5400390625,1.26850426197052,33.869998931884766,0,15.9399995803833,15.9399995803833,16.760000228881836,15.84000015258789,16.40999984741211,0
43,2004-02-11,8.118398666381836,3.5572397708892822,10.56818389892578,29323191,10.587397575378418,10.356820106506348,10.510539054870604,8197.2001953125,1157.760009765625,1.2830052375793457,34.0,0,15.390000343322754,15.390000343322754,16.15999984741211,15.260000228881836,15.899999618530273,0
44,2004-02-12,8.127054214477539,3.5475378036499023,10.539361000061035,30073567,10.606613159179688,10.414463996887209,10.56818389892578,8242.2998046875,1152.1099853515625,1.2818048000335691,33.97999954223633,0,15.3100004196167,15.3100004196167,15.720000267028809,15.229999542236328,15.359999656677246,0
45,2004-02-13,8.05781364440918,3.5346033573150635,10.500930786132812,16270151,10.548969268798828,10.443286895751951,10.500930786132812,8199.599609375,1145.81005859375,1.272799015045166,34.560001373291016,0,15.579999923706055,15.579999923706055,16.030000686645508,14.859999656677246,15.119999885559082,0
46,2004-02-17,7.962608814239502,3.5281341075897217,10.481717109680176,20900572,10.539361000061035,10.414463996887209,10.481717109680176,8258.900390625,1156.989990234375,1.2857933044433594,35.15999984741211,0,15.399999618530273,15.399999618530273,15.960000038146973,15.319999694824219,15.630000114440918,0
47,2004-02-18,8.005884170532227,3.5507712364196777,10.548969268798828,13675318,10.548969268798828,10.45289421081543,10.52975368499756,8283.0,1151.8199462890625,1.2725075483322144,35.45000076293945,0,15.59000015258789,15.59000015258789,15.760000228881836,15.300000190734863,15.510000228881836,0
48,2004-02-19,8.153018951416016,3.618682384490967,10.750724792480469,25809872,10.750724792480469,10.520146369934082,10.548969268798828,8340.599609375,1147.06005859375,1.2757054567337036,36.0,0,15.800000190734863,15.800000190734863,15.970000267028809,15.199999809265137,15.329999923706055,0
49,2004-02-20,8.049159049987793,3.5669405460357666,10.597005844116213,20895503,10.72190284729004,10.52975368499756,10.65464973449707,8237.7998046875,1144.1099853515625,1.2542015314102173,35.599998474121094,0,16.040000915527344,16.040000915527344,16.549999237060547,15.819999694824219,15.850000381469727,0
50,2004-02-23,8.040504455566406,3.560474634170532,10.577791213989258,11811616,10.67386531829834,10.548969268798828,10.577791213989258,8245.2001953125,1140.989990234375,1.2571974992752075,34.349998474121094,0,16.290000915527344,16.290000915527344,16.780000686645508,16.25,16.5,0
51,2004-02-24,7.979918956756592,3.511965274810791,10.43367862701416,21265654,10.558575630187988,10.318389892578123,10.539361000061035,8159.60009765625,1139.0899658203125,1.2677966356277466,34.58000183105469,0,15.899999618530273,15.899999618530273,16.760000228881836,15.770000457763672,16.3799991607666,0
52,2004-02-25,7.988574028015137,3.5249009132385254,10.472108840942385,44652800,10.510539054870604,10.347211837768556,10.43367862701416,8173.60009765625,1143.6700439453125,1.249703288078308,35.68000030517578,0,14.930000305175781,14.930000305175781,16.049999237060547,14.930000305175781,15.579999923706055,0
53,2004-02-26,7.936644077301025,3.5249009132385254,10.472108840942385,16058273,10.548969268798828,10.327998161315918,10.539361000061035,8160.2001953125,1144.9100341796875,1.244802951812744,35.5099983215332,0,14.829999923706055,14.829999923706055,15.329999923706055,14.6899995803833,15.319999694824219,0
54,2004-02-27,8.066469192504883,3.5895771980285645,10.664258003234863,35902800,10.664258003234863,10.491324424743652,10.520146369934082,8249.400390625,1144.93994140625,1.2494065761566162,36.15999984741211,0,14.550000190734863,14.550000190734863,14.770000457763672,13.800000190734863,13.800000190734863,0
55,2004-03-01,7.997229099273682,3.5895771980285645,10.664258003234863,18005579,10.741116523742676,10.587397575378418,10.664258003234863,8300.400390625,1155.969970703125,1.244802951812744,36.86000061035156,0,14.4399995803833,14.4399995803833,15.050000190734863,14.399999618530273,14.90999984741211,0
56,2004-03-02,8.031848907470703,3.621915817260742,10.760332107543944,20097620,10.760332107543944,10.635436058044434,10.760332107543944,8354.0,1149.0999755859375,1.220405101776123,36.65999984741211,0,14.859999656677246,14.859999656677246,14.890000343322754,14.180000305175781,14.59000015258789,0
57,2004-03-03,7.893369197845459,3.586344242095948,10.65464973449707,18497493,10.741116523742676,10.606613159179688,10.65464973449707,8280.400390625,1151.030029296875,1.2190959453582764,35.79999923706055,0,14.550000190734863,14.550000190734863,15.270000457763672,14.470000267028809,14.729999542236328,0
58,2004-03-04,8.031848907470703,3.628384351730346,10.779546737670898,16768527,10.81797695159912,10.635436058044434,10.779546737670898,8337.900390625,1154.8699951171875,1.220703125,36.63999938964844,0,14.399999618530273,14.399999618530273,14.5,14.1899995803833,14.449999809265137,0
59,2004-03-05,8.031848907470703,3.628384351730346,10.779546737670898,22145227,10.856407165527344,10.664258003234863,10.779546737670898,8346.099609375,1156.8599853515625,1.2367972135543823,37.2599983215332,0,14.479999542236328,14.479999542236328,14.819999694824219,13.829999923706055,14.8100004196167,0
60,2004-03-08,8.031848907470703,3.6477880477905273,10.837191581726074,14014962,10.856407165527344,10.760332107543944,10.837191581726074,8369.7001953125,1147.199951171875,1.242606520652771,36.56999969482422,0,15.789999961853027,15.789999961853027,15.829999923706055,14.539999961853027,14.829999923706055,0
61,2004-03-09,7.936644077301025,3.596045017242432,10.683472633361816,16403331,10.789155006408691,10.65464973449707,10.683472633361816,8286.7001953125,1140.5799560546875,1.2319064140319824,36.27999877929688,0,16.600000381469727,16.600000381469727,16.739999771118164,15.5600004196167,15.569999694824219,0
62,2004-03-10,7.953954219818115,3.596045017242432,10.683472633361816,19344337,10.712294578552246,10.587397575378418,10.683472633361816,8292.900390625,1123.8900146484375,1.2231967449188232,36.09999847412109,0,18.670000076293945,18.670000076293945,18.700000762939453,16.110000610351562,16.1200008392334,0
63,2004-03-11,7.737578868865967,3.505497694015503,10.414463996887209,27675409,10.548969268798828,10.308782577514648,10.414463996887209,8112.39990234375,1106.780029296875,1.235101580619812,36.77999877929688,1,20.670000076293945,20.670000076293945,20.690000534057617,17.6299991607666,18.809999465942383,0
64,2004-03-12,7.642374038696289,3.4796266555786133,10.337605476379396,29326530,10.347211837768556,10.030166625976562,10.337605476379396,8032.60009765625,1120.5699462890625,1.2224042415618896,36.18999862670898,1,18.299999237060547,18.299999237060547,20.079999923706055,18.059999465942383,19.940000534057617,0
65,2004-03-15,7.30482816696167,3.3049979209899902,9.818802833557127,45349920,10.15506362915039,9.818802833557127,9.818802833557127,7699.10009765625,1104.489990234375,1.22720468044281,37.43999862670898,1,21.1299991607666,21.1299991607666,21.389999389648438,18.860000610351562,18.979999542236328,0
66,2004-03-16,7.434652805328369,3.353506565093994,9.962915420532228,33556354,10.097418785095217,9.751550674438477,9.962915420532228,7810.7001953125,1110.699951171875,1.2261061668395996,37.47999954223633,1,20.34000015258789,20.34000015258789,20.940000534057617,19.860000610351562,20.270000457763672,0
67,2004-03-17,7.668338775634766,3.453754425048828,10.26074504852295,57771252,10.289567947387695,10.001344680786133,10.26074504852295,7948.10009765625,1123.75,1.2227030992507937,38.18000030517578,1,18.110000610351562,18.110000610351562,19.549999237060547,17.979999542236328,19.540000915527344,0
68,2004-03-18,7.460618019104004,3.3632078170776367,9.991737365722656,24570103,10.318389892578123,9.934091567993164,9.991737365722656,7820.39990234375,1122.3199462890625,1.2388964891433716,37.93000030517578,1,18.530000686645508,18.530000686645508,19.229999542236328,18.350000381469727,18.3799991607666,0
69,2004-03-19,7.495237827301025,3.4181835651397705,10.15506362915039,36368114,10.18388557434082,9.943699836730955,10.15506362915039,7879.10009765625,1109.780029296875,1.2269035577774048,38.08000183105469,1,19.149999618530273,19.149999618530273,19.25,17.889999389648438,17.979999542236328,0
70,2004-03-22,7.322137832641602,3.347038507461548,9.943699836730955,33399865,10.030166625976562,9.838018417358398,9.943699836730955,7727.7998046875,1095.4000244140625,1.2345983982086182,37.11000061035156,1,21.579999923706055,21.579999923706055,22.670000076293945,20.610000610351562,20.610000610351562,0
71,2004-03-23,7.417343139648437,3.392313241958618,10.078204154968262,23085956,10.20310115814209,9.88605499267578,10.078204154968262,7768.2998046875,1093.949951171875,1.2345069646835327,37.45000076293945,1,20.670000076293945,20.670000076293945,21.329999923706055,20.010000228881836,21.059999465942383,0
72,2004-03-24,7.391377925872803,3.414950132369995,10.145456314086914,29991927,10.241531372070312,9.98213005065918,10.145456314086914,7752.89990234375,1091.3299560546875,1.2139016389846802,37.0099983215332,1,19.809999465942383,19.809999465942383,20.829999923706055,19.450000762939453,20.239999771118164,0
73,2004-03-25,7.547167778015137,3.476391792297364,10.327998161315918,28550319,10.327998161315918,10.193492889404297,10.327998161315918,7914.7998046875,1109.18994140625,1.2136952877044678,35.5099983215332,1,17.8799991607666,17.8799991607666,19.579999923706055,17.610000610351562,19.579999923706055,0
74,2004-03-26,7.616408824920654,3.489328384399414,10.366427421569824,20046414,10.414463996887209,10.308782577514648,10.366427421569824,7952.7998046875,1108.06005859375,1.212694525718689,35.72999954223633,1,17.329999923706055,17.329999923706055,18.229999542236328,16.670000076293945,18.190000534057617,0
75,2004-03-29,7.6943039894104,3.515199661254883,10.443286895751951,41716861,10.481717109680176,10.251137733459473,10.443286895751951,8021.10009765625,1122.469970703125,1.216604232788086,35.45000076293945,1,16.5,16.5,17.170000076293945,16.290000915527344,17.110000610351562,0
76,2004-03-30,7.71161413192749,3.4990296363830566,10.39525032043457,18838366,10.45289421081543,10.327998161315918,10.39525032043457,8004.2001953125,1127.0,1.2185016870498655,36.25,1,16.280000686645508,16.280000686645508,16.799999237060547,16.1299991607666,16.68000030517578,0
77,2004-03-31,7.659684181213379,3.482861280441284,10.347211837768556,48830015,10.43367862701416,10.279959678649902,10.347211837768556,8018.10009765625,1126.2099609375,1.231299638748169,35.7599983215332,1,16.739999771118164,16.739999771118164,16.959999084472656,16.229999542236328,16.329999923706055,0
78,2004-04-01,7.763544082641602,3.5249009132385254,10.472108840942385,117898287,10.481717109680176,10.337605476379396,10.472108840942385,8097.89990234375,1132.1700439453125,1.2365065813064575,34.27000045776367,0,16.649999618530273,16.649999618530273,17.25,16.649999618530273,16.760000228881836,0
79,2004-04-02,8.014538764953613,3.615448474884033,10.741116523742676,134006911,10.760332107543944,10.3760347366333,10.741116523742676,8269.7001953125,1141.81005859375,1.2129004001617432,34.38999938964844,0,15.640000343322754,15.640000343322754,16.549999237060547,15.210000038146973,15.210000038146973,0
80,2004-04-05,8.031848907470703,3.628384351730346,10.779546737670898,134123645,10.837191581726074,10.664258003234863,10.779546737670898,8285.900390625,1150.5699462890625,1.201302170753479,34.380001068115234,0,14.970000267028809,14.970000267028809,16.639999389648438,14.8100004196167,16.170000076293945,0
81,2004-04-06,8.031848907470703,3.628384351730346,10.779546737670898,114855037,10.875621795654297,10.65464973449707,10.779546737670898,8281.7998046875,1148.1600341796875,1.213106393814087,34.970001220703125,0,15.319999694824219,15.319999694824219,15.529999732971191,15.069999694824219,15.350000381469727,0
82,2004-04-07,8.10974407196045,3.6574878692626953,10.866013526916504,41890647,10.866013526916504,10.683472633361816,10.866013526916504,8294.7998046875,1140.530029296875,1.216604232788086,36.150001525878906,0,15.760000228881836,15.760000228881836,16.360000610351562,15.34000015258789,15.40999984741211,0
83,2004-04-08,8.222258567810059,3.686592102050781,10.952481269836426,45987309,11.029340744018556,10.866013526916504,10.952481269836426,8390.099609375,1139.3199462890625,1.2077003717422483,37.13999938964844,0,16.260000228881836,16.260000228881836,16.81999969482422,14.960000038146973,14.960000038146973,0
84,2004-04-13,8.178983688354492,3.7303640842437744,10.97169589996338,54605230,11.019733428955078,10.866013526916504,10.97169589996338,8444.2998046875,1129.43994140625,1.193801760673523,37.209999084472656,0,17.260000228881836,17.260000228881836,17.979999542236328,15.289999961853027,15.289999961853027,0
85,2004-04-14,8.083779335021973,3.65196704864502,10.741116523742676,127550914,10.866013526916504,10.62582778930664,10.741116523742676,8352.0,1128.1700439453125,1.1947003602981567,36.720001220703125,0,15.619999885559082,15.619999885559082,17.709999084472656,15.600000381469727,17.290000915527344,0
86,2004-04-15,7.979918956756592,3.622569561004639,10.65464973449707,30448612,10.760332107543944,10.61622142791748,10.65464973449707,8310.400390625,1128.8399658203125,1.1986957788467407,37.56999969482422,0,15.739999771118164,15.739999771118164,16.780000686645508,15.220000267028809,16.020000457763672,0
87,2004-04-16,8.10974407196045,3.661766529083252,10.769940376281738,23953282,10.779546737670898,10.65464973449707,10.769940376281738,8387.900390625,1134.6099853515625,1.2002928256988523,37.7400016784668,0,14.9399995803833,14.9399995803833,15.6899995803833,14.770000457763672,15.59000015258789,0
88,2004-04-19,8.040504455566406,3.638901710510254,10.702688217163086,75451368,10.798762321472168,10.62582778930664,10.702688217163086,8340.400390625,1135.8199462890625,1.2006964683532717,37.41999816894531,0,15.420000076293945,15.420000076293945,16.079999923706055,15.329999923706055,15.729999542236328,0
89,2004-04-20,8.09243392944336,3.642168521881104,10.712294578552246,15323459,10.808369636535645,10.712294578552246,10.712294578552246,8375.2001953125,1118.1500244140625,1.184805989265442,37.59999847412109,0,16.670000076293945,16.670000076293945,16.719999313354492,14.789999961853027,15.239999771118164,0
90,2004-04-21,8.005884170532227,3.6062381267547607,10.606613159179688,17928663,10.683472633361816,10.577791213989258,10.606613159179688,8282.099609375,1124.0899658203125,1.1810001134872437,35.72999954223633,0,15.600000381469727,15.600000381469727,16.940000534057617,15.550000190734863,16.610000610351562,0
91,2004-04-22,7.997229099273682,3.645434617996216,10.72190284729004,35290612,10.789155006408691,10.52975368499756,10.72190284729004,8293.599609375,1139.9300537109375,1.1925063133239746,36.709999084472656,0,14.609999656677246,14.609999656677246,15.979999542236328,13.859999656677246,15.890000343322754,0
92,2004-04-23,8.040504455566406,3.65196704864502,10.741116523742676,47270244,10.885229110717772,10.72190284729004,10.741116523742676,8331.7001953125,1140.5999755859375,1.1850025653839111,36.459999084472656,0,14.010000228881836,14.010000228881836,14.5600004196167,13.890000343322754,14.420000076293945,0
93,2004-04-26,8.083779335021973,3.694432497024536,10.866013526916504,22759534,10.904443740844728,10.760332107543944,10.866013526916504,8362.900390625,1135.530029296875,1.1861974000930786,36.970001220703125,0,14.770000457763672,14.770000457763672,15.220000267028809,14.390000343322754,14.75,0
94,2004-04-27,8.10974407196045,3.717297554016113,10.933265686035156,24883561,10.94287395477295,10.81797695159912,10.933265686035156,8359.0,1138.1099853515625,1.1929045915603638,37.52999877929688,0,15.069999694824219,15.069999694824219,15.170000076293945,14.369999885559082,15.050000190734863,0
95,2004-04-28,7.92798900604248,3.638901710510254,10.702688217163086,17039994,10.923659324645996,10.693079948425291,10.702688217163086,8232.7001953125,1122.4100341796875,1.1843008995056152,37.459999084472656,0,16.290000915527344,16.290000915527344,16.540000915527344,15.550000190734863,15.550000190734863,0
96,2004-04-29,7.806818962097168,3.6258366107940674,10.664258003234863,26505218,10.72190284729004,10.52975368499756,10.664258003234863,8159.39990234375,1113.8900146484375,1.196000576019287,37.310001373291016,0,16.600000381469727,16.600000381469727,17.270000457763672,15.869999885559082,16.360000610351562,0
97,2004-04-30,7.754889011383057,3.596437692642212,10.577791213989258,20001407,10.664258003234863,10.52975368499756,10.577791213989258,8109.5,1107.300048828125,1.198293685913086,37.380001068115234,0,17.190000534057617,17.190000534057617,17.229999542236328,16.139999389648438,16.270000457763672,0
98,2004-05-03,7.780854225158691,3.645434617996216,10.72190284729004,13195948,10.72190284729004,10.52975368499756,10.72190284729004,8170.60009765625,1117.489990234375,1.193602204322815,38.209999084472656,0,16.6200008392334,16.6200008392334,17.719999313354492,16.610000610351562,17.690000534057617,0
99,2004-05-04,7.642374038696289,3.658501386642456,10.760332107543944,23845727,10.779546737670898,10.597005844116213,10.760332107543944,8151.60009765625,1119.550048828125,1.2105072736740112,38.97999954223633,0,16.549999237060547,16.549999237060547,17.1299991607666,15.970000267028809,16.799999237060547,0
